"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"24","20.3994","1.4444","7074.4632","7071.9553","84.0774","4.3500","99.6950","7069.0131"
"25","20.4164","1.4456","7068.0260","7065.5020","84.3771","4.3464","99.6950","7119.4915"
"26","20.4334","1.4468","7061.5889","7059.0487","84.4508","4.3429","99.6950","7131.9367"
"27","20.4504","1.4480","7055.1520","7052.5954","84.0252","4.3393","99.6950","7060.2305"
"28","20.4674","1.4492","7048.7153","7046.1421","83.9794","4.3357","99.6950","7052.5412"
"29","20.4844","1.4504","7042.2787","7039.6888","84.7229","4.3322","99.6950","7177.9698"
"30","20.5014","1.4515","7035.8423","7033.2355","84.9101","4.3286","99.6950","7209.7309"
"31","20.5184","1.4527","7029.4061","7026.7822","84.1823","4.3251","99.6950","7086.6650"
"32","20.5354","1.4539","7022.9701","7020.3289","84.5255","4.3215","99.6950","7144.5606"
"33","20.5524","1.4551","7016.5342","7013.8756","84.2864","4.3180","99.6950","7104.1972"
"34","20.5694","1.4563","7010.0985","7007.4223","84.1032","4.3145","99.6950","7073.3411"
"35","20.5864","1.4575","7003.6630","7000.9690","84.1851","4.3109","99.6950","7087.1391"
"36","20.6034","1.4587","6997.2277","6994.5157","84.0542","4.3074","99.6950","7065.1151"
"37","20.6204","1.4599","6990.7926","6988.0624","83.8971","4.3039","99.6950","7038.7182"
"38","20.6374","1.4611","6984.3577","6981.6091","83.9682","4.3004","99.6950","7050.6531"
"39","20.6544","1.4623","6977.9230","6975.1558","83.8677","4.2969","99.6950","7033.7987"
"40","20.6714","1.4635","6971.4884","6968.7025","83.8700","4.2934","99.6950","7034.1719"
"41","20.6884","1.4646","6965.0541","6962.2492","84.2864","4.2899","99.6950","7104.1994"
"42","20.7054","1.4658","6958.6200","6955.7959","84.3547","4.2864","99.6950","7115.7072"
"43","20.7224","1.4670","6952.1861","6949.3426","83.6365","4.2829","99.6950","6995.0713"
"44","20.7394","1.4682","6945.7524","6942.8893","83.4366","4.2795","99.6950","6961.6582"
"45","20.7564","1.4694","6939.3189","6936.4360","84.0963","4.2760","99.6950","7072.1904"
"46","20.7734","1.4706","6932.8857","6929.9827","84.4583","4.2725","99.6950","7133.2123"
"47","20.7904","1.4718","6926.2939","6923.3707","84.1463","4.2691","99.6950","7080.5974"
"48","20.8074","1.4730","6919.7024","6916.7587","85.1430","4.2656","99.6950","7249.3350"
"49","20.8244","1.4742","6913.1110","6910.1466","83.5822","4.2622","99.6950","6985.9787"
"50","20.8414","1.4754","6906.5200","6903.5346","83.8280","4.2588","99.6950","7027.1322"
"51","20.8584","1.4765","6899.9291","6896.9226","83.3932","4.2553","99.6950","6954.4286"
"52","20.8754","1.4777","6893.3385","6890.3105","83.6866","4.2519","99.6950","7003.4434"
"53","20.8924","1.4789","6886.7482","6883.6985","82.8966","4.2485","99.6950","6871.8439"
"54","20.9094","1.4801","6880.1580","6877.0865","83.5770","4.2451","99.6950","6985.1157"
"55","20.9264","1.4813","6873.5682","6870.4744","84.2427","4.2417","99.6950","7096.8301"
"56","20.9434","1.4825","6866.9786","6863.8624","84.6116","4.2382","99.6950","7159.1156"
"57","20.9604","1.4837","6860.3892","6857.2504","83.3267","4.2348","99.6950","6943.3344"
"58","20.9774","1.4849","6853.8002","6850.6383","83.5306","4.2315","99.6950","6977.3626"
"59","20.9944","1.4861","6847.2114","6844.0263","83.8384","4.2281","99.6950","7028.8802"
"60","21.0114","1.4873","6840.6228","6837.4142","83.4646","4.2247","99.6950","6966.3411"
"61","21.0284","1.4884","6834.0346","6830.8022","81.7546","4.2213","99.6950","6683.8124"
"62","21.0454","1.4896","6830.4546","6827.1982","82.4050","4.2179","99.6950","6790.5801"
"63","21.0624","1.4908","6826.8750","6823.5942","83.0728","4.2146","99.6950","6901.0863"
"64","21.0794","1.4920","6823.2956","6819.9902","82.8326","4.2112","99.6950","6861.2463"
"65","21.0964","1.4932","6819.7166","6816.3862","84.1792","4.2079","99.6950","7086.1445"
"66","21.1134","1.4944","6816.1378","6812.7821","83.0232","4.2045","99.6950","6892.8572"
"67","21.1304","1.4956","6812.5594","6809.1781","83.6171","4.2012","99.6950","6991.8112"
"68","21.1474","1.4968","6808.9812","6805.5741","82.9598","4.1978","99.6950","6882.3305"
"69","21.1644","1.4980","6805.4034","6801.9701","83.5243","4.1945","99.6950","6976.3102"
"70","21.1814","1.4992","6801.8259","6798.3661","83.1442","4.1912","99.6950","6912.9568"
"71","21.1984","1.5003","6798.2487","6794.7621","83.2053","4.1878","99.6950","6923.1302"
"72","21.2154","1.5015","6794.6719","6791.1581","82.7948","4.1845","99.6950","6854.9843"
"73","21.2324","1.5027","6791.0954","6787.5541","82.5115","4.1812","99.6950","6808.1443"
"74","21.2494","1.5039","6787.5193","6783.9500","82.4918","4.1779","99.6950","6804.8922"
"75","21.2664","1.5051","6783.9435","6780.3460","83.1328","4.1746","99.6950","6911.0652"
"76","21.2834","1.5063","6780.3681","6776.7420","83.6701","4.1713","99.6950","7000.6780"
"77","21.3004","1.5075","6776.6546","6772.9995","82.6795","4.1680","99.6950","6835.9074"
"78","21.3174","1.5087","6772.9414","6769.2570","82.8936","4.1647","99.6950","6871.3481"
"79","21.3344","1.5099","6769.2286","6765.5144","83.0012","4.1614","99.6950","6889.2069"
"80","21.3514","1.5110","6765.5162","6761.7719","83.2318","4.1582","99.6950","6927.5403"
"81","21.3684","1.5122","6761.8042","6758.0294","83.0856","4.1549","99.6950","6903.2140"
"82","21.3854","1.5134","6758.0926","6754.2868","82.8854","4.1516","99.6950","6869.9974"
"83","21.4024","1.5146","6754.3814","6750.5443","82.9413","4.1484","99.6950","6879.2515"
"84","21.4194","1.5158","6750.6706","6746.8018","82.4509","4.1451","99.6950","6798.1531"
"85","21.4364","1.5170","6746.9602","6743.0593","82.2136","4.1419","99.6950","6759.0784"
"86","21.4534","1.5182","6743.2503","6739.3167","82.8002","4.1386","99.6950","6855.8744"
"87","21.4704","1.5194","6739.5409","6735.5742","82.5192","4.1354","99.6950","6809.4124"
"88","21.4874","1.5206","6735.8318","6731.8317","82.1152","4.1322","99.6950","6742.9054"
"89","21.5044","1.5217","6732.1233","6728.0891","81.8497","4.1289","99.6950","6699.3763"
"90","21.5214","1.5229","6728.4152","6724.3466","82.1545","4.1257","99.6950","6749.3546"
"91","21.5384","1.5241","6724.7076","6720.6041","82.5228","4.1225","99.6950","6810.0051"
"92","21.5554","1.5253","6721.0005","6716.8616","81.8543","4.1193","99.6950","6700.1312"
"93","21.5724","1.5265","6717.2939","6713.1190","81.8211","4.1161","99.6950","6694.6927"
"94","21.5894","1.5277","6713.5878","6709.3765","82.1414","4.1129","99.6950","6747.2136"
"95","21.6064","1.5289","6709.8822","6705.6340","82.4987","4.1097","99.6950","6806.0410"
"96","21.6234","1.5301","6706.1772","6701.8914","82.3061","4.1065","99.6950","6774.2971"
"97","21.6404","1.5313","6702.4727","6698.1489","82.5074","4.1033","99.6950","6807.4758"
"98","21.6574","1.5324","6698.7687","6694.4064","81.9692","4.1001","99.6950","6718.9530"
"99","21.6744","1.5336","6695.0654","6690.6638","82.0137","4.0969","99.6950","6726.2411"
"100","21.6914","1.5348","6691.3626","6686.9213","82.0435","4.0938","99.6950","6731.1330"
"101","21.7084","1.5360","6687.6604","6683.1788","82.1015","4.0906","99.6950","6740.6496"
"102","21.7254","1.5372","6683.9587","6679.4363","82.5669","4.0874","99.6950","6817.2887"
"103","21.7424","1.5384","6680.2577","6675.6937","82.2853","4.0843","99.6950","6770.8668"
"104","21.7594","1.5396","6676.5574","6671.9512","82.5924","4.0811","99.6950","6821.5024"
"105","21.7764","1.5408","6672.8577","6668.2087","81.7961","4.0780","99.6950","6690.5942"
"106","21.7934","1.5420","6669.1586","6664.4661","81.7194","4.0748","99.6950","6678.0528"
"107","21.8104","1.5431","6665.3217","6660.5851","82.0501","4.0717","99.6950","6732.2228"
"108","21.8274","1.5443","6661.4855","6656.7041","81.1898","4.0686","99.6950","6591.7791"
"109","21.8444","1.5455","6657.6499","6652.8230","81.2222","4.0654","99.6950","6597.0414"
"110","21.8614","1.5467","6653.8151","6648.9420","81.3559","4.0623","99.6950","6618.7820"
"111","21.8784","1.5479","6649.9811","6645.0609","81.8715","4.0592","99.6950","6702.9490"
"112","21.8954","1.5491","6646.1478","6641.1799","81.2292","4.0561","99.6950","6598.1908"
"113","21.9124","1.5503","6642.3152","6637.2988","81.5286","4.0530","99.6950","6646.9109"
"114","21.9294","1.5515","6638.4834","6633.4178","81.9149","4.0499","99.6950","6710.0470"
"115","21.9464","1.5526","6634.6525","6629.5367","81.5533","4.0468","99.6950","6650.9425"
"116","21.9634","1.5538","6630.8223","6625.6557","81.2504","4.0437","99.6950","6601.6275"
"117","21.9804","1.5550","6626.9930","6621.7747","82.1857","4.0406","99.6950","6754.4913"
"118","21.9974","1.5562","6623.1646","6617.8936","81.4525","4.0375","99.6950","6634.5156"
"119","22.0144","1.5574","6619.3371","6614.0126","81.6282","4.0344","99.6950","6663.1550"
"120","22.0314","1.5586","6615.5104","6610.1315","82.3181","4.0313","99.6950","6776.2622"
"121","22.0484","1.5598","6611.6847","6606.2505","80.8555","4.0283","99.6950","6537.6042"
"122","22.0654","1.5610","6607.6885","6602.1980","81.5738","4.0252","99.6950","6654.2892"
"123","22.0824","1.5621","6603.6932","6598.1455","81.2682","4.0221","99.6950","6604.5190"
"124","22.0994","1.5633","6599.6989","6594.0929","81.1804","4.0191","99.6950","6590.2574"
"125","22.1164","1.5645","6595.7057","6590.0404","81.5001","4.0160","99.6950","6642.2607"
"126","22.1334","1.5657","6591.7135","6585.9879","81.6229","4.0130","99.6950","6662.2952"
"127","22.1504","1.5669","6587.7224","6581.9354","80.7815","4.0100","99.6950","6525.6448"
"128","22.1674","1.5681","6583.7324","6577.8829","81.2183","4.0069","99.6950","6596.4086"
"129","22.1844","1.5693","6579.7435","6573.8304","80.8100","4.0039","99.6950","6530.2498"
"130","22.2014","1.5705","6575.7558","6569.7779","81.2386","4.0009","99.6950","6599.7119"
"131","22.2184","1.5716","6571.7693","6565.7254","81.3214","3.9978","99.6950","6613.1638"
"132","22.2354","1.5728","6567.7840","6561.6729","81.5690","3.9948","99.6950","6653.5067"
"133","22.2524","1.5740","6563.7999","6557.6203","81.2448","3.9918","99.6950","6600.7162"
"134","22.2694","1.5752","6559.8172","6553.5678","81.2452","3.9888","99.6950","6600.7803"
"135","22.2864","1.5764","6555.8358","6549.5153","80.8666","3.9858","99.6950","6539.4114"
"136","22.3034","1.5776","6551.8557","6545.4628","80.9187","3.9828","99.6950","6547.8315"
"137","22.3204","1.5788","6547.9387","6541.4720","80.5388","3.9798","99.6950","6486.5031"
"138","22.3374","1.5800","6544.0231","6537.4811","81.4540","3.9768","99.6950","6634.7561"
"139","22.3544","1.5811","6540.1090","6533.4902","81.3008","3.9738","99.6950","6609.8199"
"140","22.3714","1.5823","6536.1964","6529.4994","80.9716","3.9708","99.6950","6556.3955"
"141","22.3884","1.5835","6532.2854","6525.5085","81.2446","3.9679","99.6950","6600.6793"
"142","22.4054","1.5847","6528.3761","6521.5176","81.0154","3.9649","99.6950","6563.4892"
"143","22.4224","1.5859","6524.4683","6517.5268","80.8303","3.9619","99.6950","6533.5399"
"144","22.4394","1.5871","6520.5623","6513.5359","80.4092","3.9590","99.6950","6465.6408"
"145","22.4564","1.5883","6516.6581","6509.5450","80.0877","3.9560","99.6950","6414.0410"
"146","22.4734","1.5895","6512.7556","6505.5542","80.0574","3.9530","99.6950","6409.1892"
"147","22.4904","1.5906","6508.8550","6501.5633","80.4873","3.9501","99.6950","6478.2082"
"148","22.5074","1.5918","6504.9564","6497.5724","80.6872","3.9471","99.6950","6510.4251"
"149","22.5244","1.5930","6501.0597","6493.5816","80.3471","3.9442","99.6950","6455.6613"
"150","22.5414","1.5942","6497.1651","6489.5907","81.1629","3.9413","99.6950","6587.4174"
"151","22.5584","1.5954","6493.2726","6485.5998","81.0213","3.9383","99.6950","6564.4557"
"152","22.5754","1.5966","6489.2655","6481.4922","80.9274","3.9354","99.6950","6549.2490"
"153","22.5924","1.5978","6485.2607","6477.3847","80.2726","3.9325","99.6950","6443.6931"
"154","22.6094","1.5989","6481.2583","6473.2771","80.5099","3.9296","99.6950","6481.8431"
"155","22.6264","1.6001","6477.2582","6469.1695","80.4616","3.9267","99.6950","6474.0665"
"156","22.6434","1.6013","6473.2606","6465.0619","80.2082","3.9237","99.6950","6433.3561"
"157","22.6604","1.6025","6469.2655","6460.9544","80.3940","3.9208","99.6950","6463.2030"
"158","22.6774","1.6037","6465.2731","6456.8468","80.3274","3.9179","99.6950","6452.4846"
"159","22.6944","1.6049","6461.2834","6452.7392","80.2365","3.9150","99.6950","6437.8909"
"160","22.7114","1.6061","6457.2966","6448.6316","80.6520","3.9122","99.6950","6504.7371"
"161","22.7284","1.6073","6453.3127","6444.5241","80.8670","3.9093","99.6950","6539.4663"
"162","22.7454","1.6084","6449.3318","6440.4165","80.2192","3.9064","99.6950","6435.1258"
"163","22.7624","1.6096","6445.3540","6436.3089","80.6181","3.9035","99.6950","6499.2791"
"164","22.7794","1.6108","6441.3795","6432.2013","79.9014","3.9006","99.6950","6384.2370"
"165","22.7964","1.6120","6437.4084","6428.0937","80.2632","3.8978","99.6950","6442.1877"
"166","22.8134","1.6132","6433.4407","6423.9862","80.4641","3.8949","99.6950","6474.4637"
"167","22.8304","1.6144","6429.4767","6419.8786","80.6791","3.8920","99.6950","6509.1192"
"168","22.8474","1.6156","6425.5164","6415.7710","79.8879","3.8892","99.6950","6382.0809"
"169","22.8644","1.6167","6421.5600","6411.6634","79.7810","3.8863","99.6950","6365.0000"
"170","22.8814","1.6179","6417.6076","6407.5559","80.5327","3.8835","99.6950","6485.5093"
"171","22.8984","1.6191","6413.6594","6403.4483","80.5338","3.8806","99.6950","6485.6908"
"172","22.9154","1.6203","6409.7156","6399.3407","79.6296","3.8778","99.6950","6340.8745"
"173","22.9324","1.6215","6405.7763","6395.2331","80.9124","3.8749","99.6950","6546.8135"
"174","22.9494","1.6227","6401.8418","6391.1256","79.7877","3.8721","99.6950","6366.0735"
"175","22.9664","1.6239","6397.9121","6387.0180","79.6249","3.8693","99.6950","6340.1198"
"176","22.9834","1.6250","6393.9875","6382.9104","79.7534","3.8665","99.6950","6360.6037"
"177","23.0004","1.6262","6390.0682","6378.8028","80.1721","3.8636","99.6950","6427.5721"
"178","23.0174","1.6274","6386.1545","6374.6953","80.3083","3.8608","99.6950","6449.4302"
"179","23.0344","1.6286","6382.2465","6370.5877","81.0007","3.8580","99.6950","6561.1124"
"180","23.0514","1.6298","6378.3445","6366.4801","79.2412","3.8552","99.6950","6279.1737"
"181","23.0684","1.6310","6374.4488","6362.3725","80.5629","3.8524","99.6950","6490.3839"
"182","23.0854","1.6322","6370.4429","6358.1482","79.8098","3.8496","99.6950","6369.5990"
"183","23.1024","1.6333","6366.4438","6353.9240","80.0915","3.8468","99.6950","6414.6483"
"184","23.1194","1.6345","6362.4519","6349.6997","80.3126","3.8440","99.6950","6450.1167"
"185","23.1364","1.6357","6358.4674","6345.4754","80.2040","3.8412","99.6950","6432.6862"
"186","23.1534","1.6369","6354.4907","6341.2511","80.4225","3.8385","99.6950","6467.7778"
"187","23.1704","1.6381","6350.5222","6337.0268","80.7014","3.8357","99.6950","6512.7178"
"188","23.1874","1.6393","6346.5622","6332.8025","79.7420","3.8329","99.6950","6358.7843"
"189","23.2044","1.6405","6342.6112","6328.5782","80.2248","3.8301","99.6950","6436.0145"
"190","23.2214","1.6416","6338.6695","6324.3539","79.9037","3.8274","99.6950","6384.6045"
"191","23.2384","1.6428","6334.7377","6320.1297","79.4295","3.8246","99.6950","6309.0465"
"192","23.2554","1.6440","6330.8163","6315.9054","80.0393","3.8219","99.6950","6406.2974"
"193","23.2724","1.6452","6326.9057","6311.6811","79.6172","3.8191","99.6950","6338.9038"
"194","23.2894","1.6464","6323.0066","6307.4568","79.5715","3.8164","99.6950","6331.6242"
"195","23.3064","1.6476","6319.1195","6303.2325","79.4447","3.8136","99.6950","6311.4630"
"196","23.3234","1.6488","6315.2450","6299.0082","79.5731","3.8109","99.6950","6331.8729"
"197","23.3404","1.6499","6314.5299","6297.9298","79.3401","3.8081","99.6950","6294.8552"
"198","23.3574","1.6511","6313.8290","6296.8514","78.8698","3.8054","99.6950","6220.4510"
"199","23.3744","1.6523","6313.1431","6295.7730","79.5457","3.8027","99.6950","6327.5132"
"200","23.3914","1.6535","6312.4732","6294.6946","80.1569","3.7999","99.6950","6425.1355"
"201","23.4084","1.6547","6311.8201","6293.6162","79.9642","3.7972","99.6950","6394.2804"
"202","23.4254","1.6559","6311.1852","6292.5379","79.9084","3.7945","99.6950","6385.3514"
"203","23.4424","1.6571","6310.5696","6291.4595","79.9972","3.7918","99.6950","6399.5555"
"204","23.4594","1.6582","6309.9747","6290.3811","79.7995","3.7891","99.6950","6367.9559"
"205","23.4764","1.6594","6309.4021","6289.3027","79.4746","3.7864","99.6950","6316.2089"
"206","23.4934","1.6606","6308.8535","6288.2243","80.0501","3.7837","99.6950","6408.0201"
"207","23.5104","1.6618","6308.3311","6287.1459","79.4985","3.7810","99.6950","6320.0138"
"208","23.5274","1.6630","6307.8370","6286.0675","79.1367","3.7783","99.6950","6262.6113"
"209","23.5444","1.6642","6307.3739","6284.9891","79.6824","3.7756","99.6950","6349.2812"
"210","23.5614","1.6653","6306.9450","6283.9107","79.9030","3.7729","99.6950","6384.4961"
"211","23.5784","1.6665","6306.5536","6282.8323","79.9104","3.7702","99.6950","6385.6642"
"212","23.5954","1.6677","6306.0554","6281.6054","80.0477","3.7675","99.6950","6407.6334"
"213","23.6124","1.6689","6305.6034","6280.3785","79.6043","3.7649","99.6950","6336.8401"
"214","23.6294","1.6701","6305.2033","6279.1516","79.4035","3.7622","99.6950","6304.9225"
"215","23.6464","1.6713","6304.8611","6277.9247","79.3100","3.7595","99.6950","6290.0777"
"216","23.6634","1.6725","6304.5842","6276.6978","79.5498","3.7569","99.6950","6328.1695"
"217","23.6804","1.6736","6304.3808","6275.4709","78.7765","3.7542","99.6950","6205.7304"
"218","23.6974","1.6748","6304.2605","6274.2440","79.3260","3.7516","99.6950","6292.6102"
"219","23.7144","1.6760","6304.2343","6273.0171","79.0478","3.7489","99.6950","6248.5504"
"220","23.7314","1.6772","6304.3145","6271.7902","79.5413","3.7463","99.6950","6326.8129"
"221","23.7484","1.6784","6304.5154","6270.5633","78.8150","3.7436","99.6950","6211.8061"
"222","23.7654","1.6796","6304.8528","6269.3365","79.8478","3.7410","99.6950","6375.6786"
"223","23.7824","1.6807","6305.3446","6268.1096","79.4389","3.7383","99.6950","6310.5321"
"224","23.7994","1.6819","6306.0107","6266.8827","79.2064","3.7357","99.6950","6273.6476"
"225","23.8164","1.6831","6306.8732","6265.6558","79.4146","3.7331","99.6950","6306.6777"
"226","23.8334","1.6843","6307.9565","6264.4289","79.0393","3.7305","99.6950","6247.2150"
"227","23.8504","1.6855","6309.2870","6263.2020","79.3017","3.7278","99.6950","6288.7609"
"228","23.8674","1.6867","6310.8933","6261.9751","79.2882","3.7252","99.6950","6286.6238"
"229","23.8844","1.6878","6312.8063","6260.7482","78.3668","3.7226","99.6950","6141.3481"
"230","23.9014","1.6890","6315.0586","6259.5213","79.1394","3.7200","99.6950","6263.0509"
"231","23.9184","1.6902","6317.6846","6258.2944","79.3306","3.7174","99.6950","6293.3463"
"232","23.9354","1.6914","6320.7202","6257.0675","78.9967","3.7148","99.6950","6240.4789"
"233","23.9524","1.6926","6324.2020","6255.8406","79.0565","3.7122","99.6950","6249.9243"
"234","23.9694","1.6938","6328.1672","6254.6137","78.9860","3.7096","99.6950","6238.7910"
"235","23.9864","1.6949","6332.6529","6253.3868","78.4875","3.7070","99.6950","6160.2846"
"236","24.0034","1.6961","6337.6954","6252.1599","79.2867","3.7044","99.6950","6286.3736"
"237","24.0204","1.6973","6343.3295","6250.9331","80.0844","3.7018","99.6950","6413.5116"
"238","24.0374","1.6985","6349.5876","6249.7062","79.8420","3.6993","99.6950","6374.7491"
"239","24.0544","1.6997","6356.4987","6248.4793","80.0840","3.6967","99.6950","6413.4403"
"240","24.0714","1.7009","6364.0875","6247.2524","80.5461","3.6941","99.6950","6487.6818"
"241","24.0884","1.7020","6372.3736","6246.0255","79.4655","3.6915","99.6950","6314.7623"
"242","24.1054","1.7032","6381.2214","6244.6501","79.2900","3.6890","99.6950","6286.8974"
"243","24.1224","1.7044","6390.7850","6243.2747","80.0010","3.6864","99.6950","6400.1568"
"244","24.1394","1.7056","6401.0612","6241.8993","79.6279","3.6839","99.6950","6340.6017"
"245","24.1564","1.7068","6412.0369","6240.5239","80.0673","3.6813","99.6950","6410.7760"
"246","24.1734","1.7080","6423.6876","6239.1485","79.2934","3.6788","99.6950","6287.4368"
"247","24.1904","1.7091","6435.9762","6237.7731","79.4562","3.6762","99.6950","6313.2905"
"248","24.2074","1.7103","6448.8516","6236.3977","80.1200","3.6737","99.6950","6419.2109"
"249","24.2244","1.7115","6462.2468","6235.0223","80.1055","3.6711","99.6950","6416.8908"
"250","24.2414","1.7127","6476.0770","6233.6470","80.5037","3.6686","99.6950","6480.8470"
"251","24.2584","1.7139","6490.2383","6232.2716","81.3566","3.6661","99.6950","6618.8978"
"252","24.2754","1.7151","6504.6051","6230.8962","80.2588","3.6635","99.6950","6441.4724"
"253","24.2924","1.7162","6519.0289","6229.5208","80.1027","3.6610","99.6950","6416.4505"
"254","24.3094","1.7174","6533.3367","6228.1454","80.7033","3.6585","99.6950","6513.0203"
"255","24.3264","1.7186","6547.3306","6226.7700","81.4054","3.6560","99.6950","6626.8412"
"256","24.3434","1.7198","6560.7888","6225.3946","81.0316","3.6534","99.6950","6566.1163"
"257","24.3604","1.7210","6573.3206","6223.8717","80.7263","3.6509","99.6950","6516.7305"
"258","24.3774","1.7222","6584.8146","6222.3487","80.6559","3.6484","99.6950","6505.3686"
"259","24.3944","1.7233","6595.0042","6220.8258","81.0914","3.6459","99.6950","6575.8135"
"260","24.4114","1.7245","6603.6261","6219.3028","81.5396","3.6434","99.6950","6648.7141"
"261","24.4284","1.7257","6610.4338","6217.7799","81.2982","3.6409","99.6950","6609.3902"
"262","24.4454","1.7269","6615.2123","6216.2569","81.7037","3.6384","99.6950","6675.4919"
"263","24.4624","1.7281","6617.7924","6214.7340","81.3659","3.6359","99.6950","6620.4092"
"264","24.4794","1.7293","6618.0626","6213.2110","81.5926","3.6335","99.6950","6657.3470"
"265","24.4964","1.7304","6615.9775","6211.6881","81.5110","3.6310","99.6950","6644.0383"
"266","24.5134","1.7316","6611.5611","6210.1651","81.0419","3.6285","99.6950","6567.7857"
"267","24.5304","1.7328","6604.9042","6208.6422","81.1083","3.6260","99.6950","6578.5543"
"268","24.5474","1.7340","6596.1574","6207.1193","81.0412","3.6235","99.6950","6567.6719"
"269","24.5644","1.7352","6585.5197","6205.5963","80.6734","3.6211","99.6950","6508.1981"
"270","24.5814","1.7364","6573.2255","6204.0734","80.5968","3.6186","99.6950","6495.8397"
"271","24.5984","1.7375","6559.5300","6202.5504","80.4307","3.6161","99.6950","6469.0922"
"272","24.6154","1.7387","6544.5062","6200.8373","80.6487","3.6137","99.6950","6504.2144"
"273","24.6324","1.7399","6528.6040","6199.1242","80.9147","3.6112","99.6950","6547.1874"
"274","24.6494","1.7411","6512.0705","6197.4112","80.2114","3.6088","99.6950","6433.8623"
"275","24.6664","1.7423","6495.1346","6195.6981","80.2699","3.6063","99.6950","6443.2574"
"276","24.6834","1.7434","6478.0027","6193.9850","79.7327","3.6039","99.6950","6357.3088"
"277","24.7004","1.7446","6460.8573","6192.2719","80.1896","3.6014","99.6950","6430.3760"
"278","24.7174","1.7458","6443.8570","6190.5588","80.8898","3.5990","99.6950","6543.1620"
"279","24.7344","1.7470","6427.1367","6188.8457","80.8013","3.5966","99.6950","6528.8569"
"280","24.7514","1.7482","6410.8096","6187.1327","79.4869","3.5941","99.6950","6318.1676"
"281","24.7684","1.7494","6394.9688","6185.4196","79.9822","3.5917","99.6950","6397.1470"
"282","24.7854","1.7505","6379.6892","6183.7065","79.3753","3.5893","99.6950","6300.4433"
"283","24.8024","1.7517","6365.0288","6181.9934","78.7163","3.5869","99.6950","6196.2602"
"284","24.8194","1.7529","6351.0310","6180.2803","79.1121","3.5844","99.6950","6258.7237"
"285","24.8364","1.7541","6337.7258","6178.5672","79.5877","3.5820","99.6950","6334.1997"
"286","24.8534","1.7553","6325.1314","6176.8542","78.9720","3.5796","99.6950","6236.5741"
"287","24.8704","1.7564","6313.0851","6174.9707","80.2367","3.5772","99.6950","6437.9323"
"288","24.8874","1.7576","6301.7555","6173.0873","79.1640","3.5748","99.6950","6266.9338"
"289","24.9044","1.7588","6291.1331","6171.2039","79.4462","3.5724","99.6950","6311.7016"
"290","24.9214","1.7600","6281.2012","6169.3205","78.7386","3.5700","99.6950","6199.7714"
"291","24.9384","1.7612","6271.9376","6167.4371","79.0422","3.5676","99.6950","6247.6637"
"292","24.9554","1.7624","6263.3153","6165.5537","78.8109","3.5652","99.6950","6211.1648"
"293","24.9724","1.7635","6255.3036","6163.6703","77.8068","3.5628","99.6950","6053.8975"
"294","24.9894","1.7647","6247.8691","6161.7868","79.3997","3.5604","99.6950","6304.3167"
"295","25.0064","1.7659","6240.9763","6159.9034","79.2145","3.5581","99.6950","6274.9393"
